nct_id,phase,therapeutic_area,enrollment,duration_months,sponsor_type,start_year,success,status
NCT79448631,Phase II,Cardiology,433,8,Industry,2010,0,Completed-Failed
NCT77001666,Phase III,Oncology,137,60,Academic,2014,0,Terminated
NCT29391451,Phase II,Oncology,152,116,NIH,2014,0,Completed-Failed
NCT44045468,Phase I,Infectious Disease,184,109,Academic,2020,1,Completed-Success
NCT69047560,Phase IV,Other,68,38,Industry,2005,1,Completed-Success
NCT66378562,Phase IV,Oncology,37,101,Industry,2020,0,Terminated
NCT87960088,Phase II,Oncology,10,76,Industry,2008,0,Terminated
NCT46264673,Phase I,Neurology,52,24,Industry,2010,0,Completed-Failed
NCT88931275,Phase II,Infectious Disease,301,39,Academic,2006,0,Withdrawn
NCT27920169,Phase III,Other,51,83,Academic,2022,0,Completed-Failed
NCT81087566,Phase IV,Oncology,103,55,Academic,2014,1,Completed-Success
NCT94212996,Phase I,Cardiology,298,52,Academic,2008,1,Completed-Success
NCT80706570,Phase I,Oncology,324,51,Industry,2005,1,Completed-Success
NCT10605409,Phase IV,Oncology,29,61,Industry,2019,0,Withdrawn
NCT19462743,Phase II,Cardiology,662,62,Academic,2014,1,Completed-Success
NCT21377787,Phase II,Cardiology,805,88,Industry,2022,0,Completed-Failed
NCT31827621,Phase IV,Neurology,27,56,Industry,2020,1,Completed-Success
NCT51892167,Phase I,Oncology,43,59,Industry,2017,0,Terminated
NCT45280122,Phase III,Infectious Disease,885,95,Industry,2019,0,Completed-Failed
NCT30057988,Phase I,Infectious Disease,119,86,Industry,2006,1,Completed-Success
NCT85306159,Phase II,Other,5,33,Academic,2008,1,Completed-Success
NCT15809041,Phase III,Oncology,18,24,NIH,2005,1,Completed-Success
NCT89655365,Phase II,Oncology,102,32,Industry,2011,0,Terminated
NCT16155579,Phase IV,Infectious Disease,25,53,Industry,2015,1,Completed-Success
NCT77511983,Phase III,Cardiology,79,24,Academic,2014,0,Terminated
NCT93665691,Phase II,Oncology,155,102,Industry,2005,1,Completed-Success
NCT68544068,Phase I,Other,1330,56,Industry,2015,0,Completed-Failed
NCT42027216,Phase II,Oncology,95,12,Industry,2014,1,Completed-Success
NCT43957164,Phase II,Other,741,34,Industry,2018,1,Completed-Success
NCT60837727,Phase I,Oncology,1265,48,Academic,2018,0,Withdrawn
NCT79058877,Phase II,Cardiology,1275,74,Academic,2011,1,Completed-Success
NCT11132658,Phase II,Other,227,99,Industry,2015,1,Completed-Success
NCT62316857,Phase III,Oncology,7,118,Industry,2008,0,Completed-Failed
NCT47877058,Phase III,Other,296,112,Industry,2006,0,Completed-Failed
NCT27434167,Phase III,Infectious Disease,715,63,Industry,2011,0,Terminated
NCT35177127,Phase I,Other,131,13,NIH,2018,0,Terminated
NCT63811239,Phase I,Cardiology,2032,47,Academic,2011,1,Completed-Success
NCT23881178,Phase III,Oncology,539,81,Industry,2016,0,Completed-Failed
NCT99089996,Phase II,Oncology,348,47,Academic,2007,1,Completed-Success
NCT83135852,Phase I,Oncology,757,18,Academic,2019,0,Completed-Failed
NCT75111328,Phase III,Oncology,244,31,Academic,2009,1,Completed-Success
NCT25590661,Phase III,Oncology,5,23,Industry,2012,0,Withdrawn
NCT79475474,Phase II,Oncology,70,47,Industry,2018,1,Completed-Success
NCT19456807,Phase I,Infectious Disease,894,56,Academic,2008,1,Completed-Success
NCT39342048,Phase III,Neurology,44,118,Industry,2011,1,Completed-Success
NCT14684346,Phase III,Oncology,106,89,NIH,2011,0,Terminated
NCT27824559,Phase III,Oncology,30,21,Academic,2022,0,Completed-Failed
NCT99605800,Phase III,Cardiology,2155,106,NIH,2018,1,Completed-Success
NCT95641772,Phase III,Oncology,1848,8,Industry,2012,0,Completed-Failed
NCT52827096,Phase II,Oncology,39,96,NIH,2016,1,Completed-Success
NCT61900771,Phase I,Oncology,185,84,Industry,2014,0,Withdrawn
NCT59352346,Phase III,Other,53,103,NIH,2018,0,Terminated
NCT21667877,Phase III,Neurology,373,50,Industry,2013,0,Withdrawn
NCT17393979,Phase III,Infectious Disease,318,27,Industry,2010,0,Completed-Failed
NCT20115078,Phase I,Cardiology,501,109,Academic,2009,1,Completed-Success
NCT38506244,Phase I,Infectious Disease,244,28,Industry,2005,0,Terminated
NCT35214698,Phase IV,Cardiology,12126,64,Industry,2005,0,Terminated
NCT27486878,Phase III,Cardiology,31,67,NIH,2021,0,Completed-Failed
NCT67195030,Phase IV,Cardiology,11,118,Industry,2015,1,Completed-Success
NCT32098345,Phase III,Oncology,82,73,Academic,2016,0,Terminated
NCT26620937,Phase III,Oncology,14,59,Industry,2007,0,Terminated
NCT41984287,Phase III,Infectious Disease,15,62,Academic,2010,0,Completed-Failed
NCT52413492,Phase IV,Other,33,110,Academic,2015,1,Completed-Success
NCT20528294,Phase III,Cardiology,37,28,Industry,2017,0,Terminated
NCT29369886,Phase III,Neurology,35,116,Industry,2015,0,Terminated
NCT14810833,Phase I,Other,322,65,Academic,2012,0,Withdrawn
NCT33480675,Phase II,Oncology,69,78,Industry,2014,0,Terminated
NCT94328141,Phase III,Cardiology,113,93,Industry,2006,1,Completed-Success
NCT38500556,Phase II,Cardiology,567,90,Academic,2018,1,Completed-Success
NCT42073692,Phase I,Other,47,110,Industry,2020,0,Completed-Failed
NCT47316107,Phase II,Other,99,115,Industry,2021,0,Completed-Failed
NCT37427110,Phase I,Cardiology,256,60,Academic,2015,0,Terminated
NCT34192961,Phase I,Oncology,8,85,Industry,2006,0,Completed-Failed
NCT34859871,Phase II,Neurology,5,68,Industry,2009,0,Completed-Failed
NCT69844250,Phase IV,Oncology,249,61,Industry,2020,1,Completed-Success
NCT63412976,Phase II,Neurology,310,60,Academic,2020,1,Completed-Success
NCT39263888,Phase I,Other,3282,30,Academic,2006,0,Completed-Failed
NCT52106078,Phase I,Infectious Disease,188,31,Academic,2020,0,Completed-Failed
NCT17281505,Phase III,Cardiology,507,54,Industry,2009,1,Completed-Success
NCT48679227,Phase II,Infectious Disease,110,68,Industry,2012,1,Completed-Success
NCT48965695,Phase III,Infectious Disease,231,50,Industry,2018,0,Terminated
NCT47518167,Phase III,Oncology,1809,78,Industry,2014,0,Completed-Failed
NCT36540396,Phase III,Neurology,6,84,NIH,2006,1,Completed-Success
NCT24812143,Phase II,Other,276,44,Industry,2007,0,Completed-Failed
NCT66825157,Phase III,Other,3653,102,Industry,2022,0,Withdrawn
NCT18989138,Phase II,Oncology,226,70,Industry,2006,1,Completed-Success
NCT57364509,Phase IV,Other,1764,74,Academic,2013,0,Terminated
NCT89146438,Phase III,Neurology,57,61,Academic,2006,0,Terminated
NCT53020873,Phase II,Oncology,141,14,Academic,2011,0,Terminated
NCT83663899,Phase II,Oncology,156,113,NIH,2011,0,Terminated
NCT42735803,Phase I,Oncology,5,75,Industry,2018,1,Completed-Success
NCT25886372,Phase III,Other,25,33,Industry,2009,1,Completed-Success
NCT47622748,Phase I,Cardiology,28,50,Industry,2012,1,Completed-Success
NCT42456981,Phase III,Cardiology,509,31,Academic,2022,1,Completed-Success
NCT85176851,Phase II,Oncology,549,33,Academic,2010,1,Completed-Success
NCT11656671,Phase III,Cardiology,241,45,Industry,2018,0,Terminated
NCT99567715,Phase III,Oncology,510,20,Academic,2022,0,Terminated
NCT32922481,Phase III,Infectious Disease,116,11,Academic,2021,0,Withdrawn
NCT52081603,Phase III,Cardiology,900,32,NIH,2013,0,Completed-Failed
NCT94669146,Phase I,Oncology,150,43,Academic,2017,1,Completed-Success
NCT53497663,Phase I,Neurology,161,73,Academic,2020,0,Withdrawn
NCT98785936,Phase III,Oncology,99,80,Industry,2014,0,Completed-Failed
NCT30833173,Phase II,Cardiology,414,90,Academic,2014,1,Completed-Success
NCT94483977,Phase II,Infectious Disease,78,69,NIH,2008,0,Completed-Failed
NCT30718453,Phase I,Cardiology,642,35,Industry,2016,1,Completed-Success
NCT19161408,Phase II,Oncology,27,87,Academic,2012,1,Completed-Success
NCT62374647,Phase I,Oncology,28,104,Academic,2019,1,Completed-Success
NCT72242810,Phase IV,Other,416,8,Industry,2019,1,Completed-Success
NCT47214417,Phase I,Oncology,129,67,Academic,2012,1,Completed-Success
NCT30353727,Phase III,Neurology,75,17,Industry,2012,0,Completed-Failed
NCT95050030,Phase I,Other,564,96,NIH,2013,0,Completed-Failed
NCT10549148,Phase III,Oncology,59,35,Academic,2021,0,Terminated
NCT46328139,Phase II,Oncology,109,90,Industry,2012,0,Withdrawn
NCT31845218,Phase IV,Cardiology,1210,43,Industry,2016,1,Completed-Success
NCT12773939,Phase IV,Other,1493,90,Academic,2019,0,Withdrawn
NCT45490172,Phase II,Other,1569,65,Industry,2008,0,Withdrawn
NCT46989387,Phase IV,Infectious Disease,97,43,Industry,2010,1,Completed-Success
NCT23426716,Phase IV,Neurology,940,109,Industry,2020,1,Completed-Success
NCT48710304,Phase III,Oncology,35,20,Industry,2009,0,Completed-Failed
NCT57718021,Phase III,Other,38,23,Industry,2017,0,Withdrawn
NCT95440590,Phase I,Other,5,57,Academic,2019,1,Completed-Success
NCT36996639,Phase III,Oncology,1824,34,NIH,2021,0,Completed-Failed
NCT97649202,Phase I,Oncology,40,117,Academic,2009,1,Completed-Success
NCT20774986,Phase I,Oncology,122,107,Academic,2011,1,Completed-Success
NCT14421590,Phase IV,Oncology,37,65,Industry,2007,0,Withdrawn
NCT46089369,Phase II,Neurology,421,26,Industry,2017,1,Completed-Success
NCT21546081,Phase III,Infectious Disease,84,22,Industry,2018,0,Completed-Failed
NCT39221379,Phase III,Oncology,20,110,Academic,2020,0,Completed-Failed
NCT95604304,Phase IV,Oncology,287,23,NIH,2017,1,Completed-Success
NCT46265058,Phase IV,Other,17,62,Academic,2006,0,Withdrawn
NCT69644300,Phase I,Cardiology,42,42,NIH,2018,1,Completed-Success
NCT54924392,Phase I,Infectious Disease,6,65,Academic,2011,0,Withdrawn
NCT41670310,Phase II,Oncology,17,43,Industry,2009,0,Terminated
NCT68237814,Phase I,Other,193,17,Industry,2018,1,Completed-Success
NCT67641756,Phase I,Neurology,7,80,Industry,2013,0,Terminated
NCT36552476,Phase II,Oncology,16,117,Industry,2014,1,Completed-Success
NCT83548874,Phase III,Oncology,147,118,Academic,2011,1,Completed-Success
NCT18674163,Phase III,Oncology,65,89,Industry,2018,0,Completed-Failed
NCT95388417,Phase II,Oncology,2945,78,Academic,2018,0,Terminated
NCT58548947,Phase III,Cardiology,2323,6,Academic,2006,0,Terminated
NCT37209162,Phase I,Other,40,63,Industry,2021,1,Completed-Success
NCT67396048,Phase I,Infectious Disease,342,8,Industry,2008,1,Completed-Success
NCT10224695,Phase III,Neurology,456,68,Industry,2017,0,Completed-Failed
NCT63773276,Phase III,Infectious Disease,60,26,Industry,2022,0,Completed-Failed
NCT36267668,Phase III,Cardiology,15,28,Academic,2007,0,Completed-Failed
NCT24063918,Phase I,Neurology,145,14,Industry,2009,0,Terminated
NCT67884623,Phase III,Oncology,114,88,Academic,2005,1,Completed-Success
NCT68454884,Phase III,Infectious Disease,77,114,NIH,2013,0,Completed-Failed
NCT68093498,Phase III,Cardiology,288,60,NIH,2012,0,Completed-Failed
NCT53353746,Phase III,Oncology,48,115,NIH,2007,0,Completed-Failed
NCT30610500,Phase IV,Infectious Disease,26,24,Industry,2006,0,Terminated
NCT75402242,Phase III,Infectious Disease,174,67,Industry,2005,0,Terminated
NCT23245696,Phase III,Other,264,92,Industry,2016,1,Completed-Success
NCT45402297,Phase IV,Infectious Disease,25,96,Industry,2017,0,Terminated
NCT92030459,Phase III,Neurology,597,96,NIH,2014,0,Completed-Failed
NCT34363941,Phase II,Infectious Disease,10,44,Academic,2021,0,Completed-Failed
NCT58123406,Phase III,Neurology,62,105,Industry,2015,1,Completed-Success
NCT65229602,Phase II,Cardiology,100,81,Industry,2009,0,Completed-Failed
NCT11074961,Phase I,Other,57,32,Industry,2013,0,Withdrawn
NCT98511758,Phase III,Infectious Disease,63,51,Academic,2017,1,Completed-Success
NCT21950571,Phase IV,Cardiology,2456,39,Academic,2015,1,Completed-Success
NCT29155151,Phase IV,Cardiology,41,38,NIH,2008,0,Completed-Failed
NCT61465754,Phase II,Infectious Disease,5778,97,NIH,2015,1,Completed-Success
NCT22866619,Phase II,Oncology,285,100,Industry,2013,1,Completed-Success
NCT79583832,Phase I,Oncology,170,101,Industry,2011,1,Completed-Success
NCT99858638,Phase IV,Oncology,303,55,Industry,2020,1,Completed-Success
NCT79551130,Phase IV,Other,6600,25,Industry,2009,1,Completed-Success
NCT14437677,Phase III,Oncology,33,45,NIH,2010,1,Completed-Success
NCT57347699,Phase III,Oncology,27,104,Academic,2005,1,Completed-Success
NCT86716230,Phase III,Neurology,47,100,Academic,2020,0,Completed-Failed
NCT15241218,Phase III,Oncology,155,63,Industry,2022,0,Terminated
NCT76777436,Phase I,Infectious Disease,11,36,Industry,2017,1,Completed-Success
NCT36821567,Phase II,Oncology,153,43,Industry,2005,1,Completed-Success
NCT65482283,Phase III,Other,1882,91,Industry,2014,1,Completed-Success
NCT15481140,Phase III,Neurology,186,50,Academic,2011,1,Completed-Success
NCT33991831,Phase II,Neurology,95,46,Industry,2009,1,Completed-Success
NCT72697275,Phase IV,Infectious Disease,58,14,Academic,2017,0,Completed-Failed
NCT75658413,Phase I,Neurology,571,14,Academic,2020,0,Terminated
NCT64856856,Phase II,Oncology,43,68,Industry,2018,1,Completed-Success
NCT15290717,Phase III,Oncology,2367,84,Academic,2015,0,Completed-Failed
NCT29659206,Phase III,Oncology,2697,82,Industry,2006,1,Completed-Success
NCT10797968,Phase III,Cardiology,218,27,Academic,2012,0,Terminated
NCT68224509,Phase II,Infectious Disease,145,21,Academic,2017,0,Completed-Failed
NCT65940773,Phase I,Infectious Disease,696,37,NIH,2011,1,Completed-Success
NCT39163439,Phase III,Oncology,766,71,Industry,2016,0,Completed-Failed
NCT29651515,Phase III,Infectious Disease,44,95,Industry,2012,0,Completed-Failed
NCT17339838,Phase I,Cardiology,67,19,Industry,2020,1,Completed-Success
NCT93629045,Phase III,Infectious Disease,20,43,Industry,2022,0,Terminated
NCT67661940,Phase II,Neurology,274,103,Academic,2008,0,Withdrawn
NCT91576052,Phase III,Oncology,403,13,NIH,2016,0,Completed-Failed
NCT80047063,Phase III,Neurology,19,105,Industry,2020,1,Completed-Success
NCT77007551,Phase I,Cardiology,74,26,Industry,2021,1,Completed-Success
NCT86107468,Phase I,Oncology,19,61,Industry,2008,1,Completed-Success
NCT59909831,Phase III,Oncology,38,51,Industry,2013,0,Terminated
NCT52721553,Phase III,Cardiology,339,48,Industry,2009,0,Terminated
NCT85134271,Phase III,Neurology,49,97,Industry,2021,0,Withdrawn
NCT98240465,Phase III,Infectious Disease,94,51,Academic,2021,1,Completed-Success
NCT58055661,Phase III,Oncology,12,113,Industry,2006,1,Completed-Success
NCT35554414,Phase IV,Neurology,196,53,Industry,2006,1,Completed-Success
NCT36931806,Phase II,Cardiology,138,75,Academic,2011,1,Completed-Success
NCT23476005,Phase II,Infectious Disease,49,89,Industry,2008,0,Terminated
NCT54721695,Phase II,Infectious Disease,111,36,Academic,2017,1,Completed-Success
NCT13151882,Phase I,Oncology,194,38,Academic,2015,0,Completed-Failed
NCT42134444,Phase III,Cardiology,43,49,Academic,2007,0,Terminated
NCT40319320,Phase II,Infectious Disease,16,76,Industry,2006,1,Completed-Success
NCT80318880,Phase IV,Other,2226,13,Industry,2020,0,Completed-Failed
NCT75062907,Phase III,Infectious Disease,57,78,Academic,2007,1,Completed-Success
NCT16737320,Phase III,Infectious Disease,128,7,Academic,2019,0,Completed-Failed
NCT45943815,Phase II,Cardiology,676,22,Industry,2021,1,Completed-Success
NCT33773962,Phase I,Other,29542,57,Industry,2020,1,Completed-Success
NCT60495701,Phase I,Neurology,22,50,Industry,2011,1,Completed-Success
NCT58018519,Phase II,Infectious Disease,291,42,Industry,2020,1,Completed-Success
NCT99859624,Phase I,Cardiology,51,47,Academic,2009,0,Completed-Failed
NCT48836811,Phase III,Cardiology,66,49,Industry,2006,1,Completed-Success
NCT86934008,Phase IV,Infectious Disease,50,86,Industry,2005,1,Completed-Success
NCT46097069,Phase IV,Oncology,27,43,Academic,2017,1,Completed-Success
NCT85142815,Phase III,Infectious Disease,139,104,Industry,2020,0,Withdrawn
NCT88888398,Phase I,Oncology,16,116,Academic,2009,1,Completed-Success
NCT68438965,Phase IV,Other,614,108,Academic,2007,1,Completed-Success
NCT74274067,Phase IV,Oncology,161,99,Industry,2019,0,Withdrawn
NCT19734816,Phase I,Other,279,11,Academic,2020,1,Completed-Success
NCT51965471,Phase III,Infectious Disease,73,73,Academic,2015,1,Completed-Success
NCT26052465,Phase II,Cardiology,85,56,Industry,2022,0,Terminated
NCT69963387,Phase III,Infectious Disease,228,106,Industry,2013,1,Completed-Success
NCT52590048,Phase IV,Oncology,25,40,Industry,2012,1,Completed-Success
NCT86070913,Phase I,Infectious Disease,86,63,NIH,2009,0,Withdrawn
NCT22851424,Phase IV,Oncology,40,62,Academic,2021,1,Completed-Success
NCT42356072,Phase III,Cardiology,39,78,Industry,2009,0,Terminated
NCT39536204,Phase IV,Infectious Disease,6,11,Academic,2018,1,Completed-Success
NCT95936029,Phase II,Neurology,1106,18,Industry,2011,0,Completed-Failed
NCT18388512,Phase III,Oncology,52,64,Academic,2013,1,Completed-Success
NCT61599948,Phase I,Oncology,849,91,Academic,2021,0,Completed-Failed
NCT79056627,Phase II,Infectious Disease,737,97,Industry,2007,1,Completed-Success
NCT70350105,Phase I,Other,21,35,Academic,2012,0,Completed-Failed
NCT51208934,Phase IV,Cardiology,29,105,Academic,2017,0,Completed-Failed
NCT43138881,Phase III,Infectious Disease,6910,7,Academic,2020,1,Completed-Success
NCT47436581,Phase IV,Infectious Disease,2051,63,Industry,2014,1,Completed-Success
NCT31650278,Phase IV,Oncology,141,41,Academic,2022,1,Completed-Success
NCT67376857,Phase I,Other,218,77,NIH,2007,1,Completed-Success
NCT18439469,Phase II,Cardiology,57,50,Industry,2016,0,Completed-Failed
NCT34455289,Phase I,Oncology,283,111,Industry,2020,1,Completed-Success
NCT93050481,Phase I,Cardiology,50,119,Industry,2022,1,Completed-Success
NCT48400142,Phase I,Oncology,7,14,Academic,2021,0,Completed-Failed
NCT64332385,Phase II,Other,20,70,Academic,2011,0,Terminated
NCT52664041,Phase II,Oncology,153,82,Industry,2012,0,Withdrawn
NCT58243574,Phase I,Cardiology,27,55,NIH,2021,0,Terminated
NCT70711339,Phase I,Oncology,134,84,Industry,2011,0,Withdrawn
NCT56462256,Phase I,Cardiology,29,37,Academic,2005,0,Completed-Failed
NCT70344167,Phase IV,Neurology,45,103,Industry,2012,1,Completed-Success
NCT59092554,Phase III,Cardiology,533,48,Industry,2014,0,Withdrawn
NCT91500098,Phase IV,Cardiology,215,100,Industry,2016,1,Completed-Success
NCT11443717,Phase II,Other,146,83,Industry,2005,0,Completed-Failed
NCT14409352,Phase II,Oncology,554,59,Academic,2008,0,Completed-Failed
NCT98997222,Phase III,Oncology,305,52,Academic,2008,0,Withdrawn
NCT92438366,Phase II,Oncology,1299,19,Industry,2013,1,Completed-Success
NCT53148703,Phase II,Other,74,53,Industry,2019,0,Completed-Failed
NCT85530792,Phase I,Infectious Disease,77,60,Industry,2019,1,Completed-Success
NCT52307399,Phase I,Neurology,21,34,Academic,2011,1,Completed-Success
NCT11308507,Phase II,Cardiology,77,52,Academic,2016,1,Completed-Success
NCT97952701,Phase II,Oncology,630,68,Industry,2007,0,Completed-Failed
NCT19331795,Phase III,Oncology,1043,24,Academic,2013,0,Completed-Failed
NCT89491182,Phase I,Oncology,626,96,Industry,2018,1,Completed-Success
NCT19986298,Phase I,Infectious Disease,10,14,NIH,2017,1,Completed-Success
NCT77209598,Phase III,Oncology,753,106,NIH,2016,0,Terminated
NCT85655174,Phase I,Oncology,9,42,Academic,2005,1,Completed-Success
NCT29628490,Phase II,Other,570,112,NIH,2020,0,Withdrawn
NCT95111891,Phase IV,Other,85,97,Academic,2016,0,Completed-Failed
NCT80189955,Phase I,Oncology,425,57,Academic,2014,1,Completed-Success
NCT26002437,Phase I,Oncology,20,62,Academic,2006,0,Withdrawn
NCT30606265,Phase II,Oncology,859,93,Industry,2022,0,Completed-Failed
NCT21091989,Phase II,Cardiology,16,33,Industry,2017,0,Completed-Failed
NCT73644057,Phase III,Neurology,54,41,Industry,2010,0,Completed-Failed
NCT62200318,Phase III,Oncology,33,69,Academic,2016,0,Terminated
NCT89790594,Phase I,Oncology,10,23,Industry,2008,1,Completed-Success
NCT50819838,Phase III,Neurology,171,94,Industry,2005,0,Completed-Failed
NCT43283771,Phase II,Cardiology,2228,40,Industry,2015,1,Completed-Success
NCT65145321,Phase I,Oncology,8105,73,Industry,2012,0,Terminated
NCT14755469,Phase III,Cardiology,171,83,Academic,2006,1,Completed-Success
NCT92162634,Phase II,Oncology,792,44,NIH,2006,0,Completed-Failed
NCT36098641,Phase II,Infectious Disease,210,95,Academic,2020,1,Completed-Success
NCT24150540,Phase I,Neurology,313,13,Academic,2005,1,Completed-Success
NCT55221400,Phase II,Neurology,88,93,Academic,2008,1,Completed-Success
NCT11992825,Phase II,Infectious Disease,198,85,Industry,2010,0,Completed-Failed
NCT80941842,Phase III,Other,332,89,Industry,2018,0,Terminated
NCT40559798,Phase I,Infectious Disease,62,20,NIH,2019,0,Completed-Failed
NCT16152941,Phase II,Neurology,132,12,Industry,2011,1,Completed-Success
NCT46286070,Phase II,Infectious Disease,135,22,Industry,2011,0,Completed-Failed
NCT20556086,Phase III,Other,512,91,Academic,2022,0,Completed-Failed
NCT63307679,Phase III,Other,29,91,Industry,2006,0,Terminated
NCT33289643,Phase III,Oncology,137,69,Industry,2019,1,Completed-Success
NCT99597893,Phase III,Other,2612,17,Industry,2005,0,Terminated
NCT11940369,Phase IV,Neurology,850,87,Industry,2021,0,Completed-Failed
NCT51681557,Phase II,Neurology,1123,61,Industry,2017,0,Completed-Failed
NCT95103140,Phase II,Oncology,153,51,Industry,2016,0,Completed-Failed
NCT58226615,Phase III,Neurology,240,52,Academic,2019,1,Completed-Success
NCT35955176,Phase IV,Neurology,667,84,Academic,2009,1,Completed-Success
NCT91718171,Phase IV,Oncology,1541,106,Industry,2011,1,Completed-Success
NCT61721929,Phase II,Other,7,21,NIH,2012,0,Completed-Failed
NCT17778748,Phase I,Oncology,20,74,Industry,2018,1,Completed-Success
NCT51654364,Phase II,Oncology,1058,7,Industry,2008,1,Completed-Success
NCT62182965,Phase III,Infectious Disease,97,97,Industry,2018,1,Completed-Success
NCT79055694,Phase II,Cardiology,54,110,Academic,2014,1,Completed-Success
NCT42997728,Phase II,Cardiology,22,59,Industry,2020,1,Completed-Success
NCT87066032,Phase III,Oncology,64,32,Academic,2015,0,Withdrawn
NCT46159646,Phase II,Other,18,36,Academic,2018,0,Terminated
NCT51478073,Phase IV,Oncology,3417,46,Industry,2018,0,Terminated
NCT20717207,Phase II,Oncology,143,41,Academic,2006,1,Completed-Success
NCT92649491,Phase II,Oncology,136,52,NIH,2017,0,Completed-Failed
NCT26169764,Phase II,Cardiology,358,48,Industry,2007,0,Terminated
NCT19384451,Phase III,Other,628,70,Industry,2022,0,Terminated
NCT81297755,Phase I,Cardiology,613,55,Academic,2008,1,Completed-Success
NCT86123517,Phase I,Neurology,742,98,Academic,2020,1,Completed-Success
NCT91173011,Phase IV,Oncology,57,6,Industry,2008,1,Completed-Success
NCT30808635,Phase I,Infectious Disease,94,77,Industry,2019,1,Completed-Success
NCT48049943,Phase III,Infectious Disease,470,62,Industry,2005,1,Completed-Success
NCT61756593,Phase III,Infectious Disease,67,21,Industry,2020,1,Completed-Success
NCT70111794,Phase II,Oncology,147,33,Industry,2019,1,Completed-Success
NCT79472863,Phase III,Cardiology,269,91,NIH,2020,0,Terminated
NCT14790691,Phase I,Infectious Disease,481,87,Academic,2005,1,Completed-Success
NCT37950196,Phase III,Neurology,10,27,Industry,2021,0,Terminated
NCT98111969,Phase II,Infectious Disease,433,46,Academic,2009,0,Terminated
NCT86961279,Phase III,Oncology,104,81,NIH,2009,0,Terminated
NCT63423843,Phase I,Cardiology,428,24,Industry,2011,0,Completed-Failed
NCT27066318,Phase III,Oncology,475,94,Industry,2017,0,Terminated
NCT60277283,Phase I,Other,1655,55,Industry,2016,0,Completed-Failed
NCT76447109,Phase II,Cardiology,1130,64,Academic,2008,1,Completed-Success
NCT21186361,Phase I,Oncology,1118,74,Industry,2008,0,Terminated
NCT36256629,Phase I,Other,1294,39,NIH,2010,0,Terminated
NCT76146940,Phase III,Infectious Disease,229,44,Industry,2019,0,Terminated
NCT47998210,Phase II,Oncology,155,79,Industry,2010,1,Completed-Success
NCT38175911,Phase IV,Cardiology,549,116,Industry,2016,1,Completed-Success
NCT71688718,Phase IV,Oncology,445,12,Industry,2018,0,Completed-Failed
NCT83195232,Phase III,Neurology,93,106,Academic,2022,0,Completed-Failed
NCT38207970,Phase I,Neurology,272,116,NIH,2016,1,Completed-Success
NCT21950831,Phase II,Other,140,57,Industry,2019,0,Completed-Failed
NCT44812381,Phase III,Infectious Disease,41,65,NIH,2012,0,Terminated
NCT42386345,Phase II,Infectious Disease,1028,57,Academic,2013,0,Withdrawn
NCT90716715,Phase I,Neurology,161,84,Industry,2009,1,Completed-Success
NCT21360589,Phase III,Oncology,3206,111,Academic,2009,1,Completed-Success
NCT64181889,Phase III,Infectious Disease,12,29,Industry,2010,0,Terminated
NCT39124900,Phase III,Infectious Disease,64,31,Academic,2007,0,Completed-Failed
NCT55677380,Phase I,Oncology,155,95,Industry,2009,1,Completed-Success
NCT38487589,Phase III,Infectious Disease,817,115,Academic,2005,0,Withdrawn
NCT25648245,Phase I,Neurology,270,95,Industry,2015,1,Completed-Success
NCT43523310,Phase I,Neurology,236,15,Academic,2005,0,Withdrawn
NCT73640055,Phase IV,Oncology,27,22,Academic,2011,1,Completed-Success
NCT82648934,Phase I,Oncology,26,83,Industry,2019,1,Completed-Success
NCT76500568,Phase II,Oncology,240,7,Industry,2021,0,Completed-Failed
NCT37364435,Phase I,Other,19,117,Industry,2012,1,Completed-Success
NCT16491878,Phase IV,Oncology,66,82,Academic,2006,1,Completed-Success
NCT41241029,Phase III,Cardiology,314,32,Industry,2017,1,Completed-Success
NCT79069690,Phase III,Oncology,34,78,Academic,2016,0,Terminated
NCT12844664,Phase III,Cardiology,1649,76,Industry,2009,0,Terminated
NCT44932801,Phase I,Infectious Disease,930,53,Industry,2017,1,Completed-Success
NCT71144226,Phase II,Neurology,14,79,Industry,2010,0,Terminated
NCT12090212,Phase II,Oncology,36,14,Industry,2019,1,Completed-Success
NCT48785284,Phase I,Cardiology,5,91,Academic,2015,1,Completed-Success
NCT64503422,Phase II,Oncology,45,28,NIH,2008,0,Withdrawn
NCT31320139,Phase IV,Cardiology,468,76,Industry,2005,0,Completed-Failed
NCT35227191,Phase I,Other,79,117,Industry,2019,1,Completed-Success
NCT14600108,Phase II,Oncology,296,78,Industry,2016,1,Completed-Success
NCT88502806,Phase I,Neurology,15,32,Academic,2013,1,Completed-Success
NCT79963054,Phase I,Cardiology,491,93,Industry,2015,1,Completed-Success
NCT78393246,Phase IV,Oncology,64,98,Academic,2009,0,Terminated
NCT84304906,Phase II,Infectious Disease,151,86,NIH,2011,1,Completed-Success
NCT47407753,Phase II,Oncology,129,89,Industry,2012,1,Completed-Success
NCT57230658,Phase III,Cardiology,22,76,Academic,2005,1,Completed-Success
NCT29432053,Phase I,Neurology,26,48,Industry,2005,1,Completed-Success
NCT68016013,Phase II,Oncology,633,109,Industry,2007,0,Terminated
NCT88981711,Phase II,Infectious Disease,270,12,Industry,2012,0,Withdrawn
NCT94928457,Phase III,Neurology,716,97,Industry,2015,0,Withdrawn
